# STCG residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 7.571146e+00
# iters            rel. res.
     15            1.885313e-01
     16            1.884077e-01
     17            1.758435e-01
     18            1.629010e-01
     19            1.615173e-01
     20            1.603556e-01
     21            1.592918e-01
     22            1.575073e-01
     23            1.450255e-01
     24            1.389242e-01
     25            1.387473e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 5.040523e+00
# iters            rel. res.
      0            7.753211e-01
      1            7.206501e-01
      2            6.449971e-01
      3            6.446802e-01
      4            4.486026e-01
      5            4.437202e-01
      6            4.390758e-01
      7            3.949739e-01
      8            3.857539e-01
      9            3.616005e-01
     10            3.358067e-01
     11            3.264615e-01
     12            3.077094e-01
     13            3.032318e-01
     14            2.980385e-01
     15            2.732720e-01
     16            2.630041e-01
     17            2.561347e-01
     18            2.518665e-01
     19            2.464191e-01
     20            2.297799e-01
     21            2.214090e-01
     22            2.159789e-01
     23            2.128649e-01
     24            2.103689e-01
     25            1.997757e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.383177e+00
# iters            rel. res.
      0            6.576435e-01
      1            6.576393e-01
      2            5.293372e-01
      3            5.249756e-01
      4            4.266680e-01
      5            3.855562e-01
      6            3.623507e-01
      7            3.521294e-01
      8            3.516509e-01
      9            3.110252e-01
     10            2.948572e-01
     11            2.829120e-01
     12            2.566663e-01
     13            2.550502e-01
     14            2.519228e-01
     15            2.461516e-01
     16            2.440456e-01
     17            2.295120e-01
     18            2.293743e-01
     19            2.009062e-01
     20            1.826763e-01
     21            1.689761e-01
     22            1.453405e-01
     23            1.416318e-01
     24            1.365188e-01
     25            1.275394e-01
# Subspace cleared!
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 2.284498e+00
# iters            rel. res.
      0            1.000000e+00
      1            9.890945e-01
      2            8.038582e-01
      3            7.971314e-01
      4            6.106305e-01
      5            5.926362e-01
      6            4.341540e-01
      7            4.252299e-01
      8            2.951669e-01
      9            2.875495e-01
     10            2.200077e-01
     11            2.106937e-01
     12            1.935559e-01
     13            1.829891e-01
     14            1.677970e-01
     15            1.525317e-01
     16            1.525295e-01
     17            1.390980e-01
     18            1.381663e-01
     19            1.129939e-01
     20            1.127553e-01
     21            1.003412e-01
     22            1.000369e-01
     23            9.172121e-02
     24            9.164573e-02
     25            8.442867e-02
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 4.926739e+00
# iters            rel. res.
      0            9.998252e-01
      1            9.997775e-01
      2            7.323971e-01
      3            7.314418e-01
      4            6.319953e-01
      5            6.298277e-01
      6            5.973197e-01
      7            5.949275e-01
      8            5.927770e-01
      9            5.802560e-01
     10            5.791703e-01
     11            5.565218e-01
     12            5.486472e-01
     13            5.349374e-01
     14            5.267908e-01
     15            5.221810e-01
     16            5.125474e-01
     17            5.045394e-01
     18            4.997711e-01
     19            4.987284e-01
     20            4.494098e-01
     21            4.296488e-01
     22            4.050179e-01
     23            3.878105e-01
     24            3.847044e-01
     25            3.769218e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.608823e+00
# iters            rel. res.
      0            9.928549e-01
      1            9.692993e-01
      2            8.466910e-01
      3            7.126112e-01
      4            7.096863e-01
      5            5.139996e-01
      6            4.925602e-01
      7            4.398178e-01
      8            4.397070e-01
      9            4.136795e-01
     10            4.135241e-01
     11            4.133755e-01
     12            3.900803e-01
     13            3.900640e-01
     14            3.498546e-01
     15            3.462894e-01
     16            3.430752e-01
     17            3.274646e-01
     18            3.174382e-01
     19            3.110834e-01
     20            2.957940e-01
     21            2.900513e-01
     22            2.731507e-01
     23            2.607106e-01
     24            2.224095e-01
     25            2.175584e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.240431e+00
# iters            rel. res.
      0            2.735032e-01
      1            2.383738e-01
      2            2.238772e-01
      3            2.027650e-01
      4            1.979794e-01
      5            1.888290e-01
      6            1.863897e-01
      7            1.804462e-01
      8            1.757445e-01
      9            1.688891e-01
     10            1.685890e-01
     11            1.684534e-01
     12            1.571882e-01
     13            1.508205e-01
     14            1.497570e-01
     15            1.467233e-01
     16            1.449685e-01
     17            1.431103e-01
     18            1.404181e-01
     19            1.332874e-01
     20            1.315577e-01
